scientific_name,english_name,accession_number_for_main_haplotype,lineage,assessment_id,year_published,latest,category,criteria,pop_trend,locations,region,code,iucn_name,iucn_synonyms,gbif_synonyms,extended_lineage,biosample_accession,geo_location,latlon,biosample_provider,biosample_collectedby,biosample_comment,biosample_title,assembly_comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
Tachyglossus aculeatus,short-beaked echidna,GCA_015852505.1,Mammals,21964662,2016,TRUE,LC,NA,Stable,"South Australia, Tasmania, Northern Territory, New South Wales, Australia, Western Australia, Papua New Guinea, Victoria, Papua, Australian Capital Territory, Indonesia, Queensland",Global,1,Tachyglossus aculeatus, ,Echidna aculeata; Echidna australis; Myrmecophaga aculeata; Tachyglossus aculeatus,Mammals,SAMN12634963,"Australia: Upper Barnard River, New South Wales",31.647305 S 151.500011 E,"The University of Adelaide, Australia, Tasman Daish","Tasman Daish, Frank Grutzner","The short-beaked echidna (Tachyglossus aculeatus) is a monotreme mammal found in Australia, which lays eggs. With the ability to survive underground, it has high tolerance to high levels of carbon dioxide and low levels of oxygen. Because of its shared features with mammals and reptiles, it is an important animal for understanding mammalian evolution. This sample was collected by Tasman Daish and Frank Grutzner of the University of Adelaide, procured by Guojie Zhang and Jason howard, sequencing supported by Guojie Zhang and Erich Jarvis, in collaboration with several sequencing companies (PacBio and Bionano), to generate a high-quality reference genome as part of the G10K-VGP.",NA,NA,-31.647305,151.500011,FALSE,FALSE,results/species/Tachyglossus_aculeatus/range_raster.tif,results/species/Tachyglossus_aculeatus/range_raster_goode.tif,134.489624838278,-25.0498379255367,FALSE,FALSE,FALSE,FALSE
Tadarida brasiliensis,Brazilian free-tailed bat,GCA_030848825.1,Mammals,22121621,2015,TRUE,LC,NA,Stable,"Cuba, Virgin Islands, British, Panama, Argentina, Haiti, Trinidad and Tobago, Mexico, Virgin Islands, U.S., Anguilla, United States, Ecuador, Colombia, Martinique, Saint Vincent and the Grenadines, Montserrat, Barbados, Guatemala, Bolivia, Plurinational States of, Suriname, Brazil, Costa Rica, Jamaica, Peru, Honduras, Guadeloupe, Puerto Rico, French Guiana, Dominican Republic, Antigua and Barbuda, Grenada, Saint Lucia, Dominica, Aruba, Chile, Venezuela, Bolivarian Republic of, Saint Kitts and Nevis, El Salvador, Guyana, Saint Barthélemy, Bonaire, Sint Eustatius and Saba, Cayman Islands, Saint Martin (French part), Sint Maarten (Dutch part), Falkland Islands (Malvinas)",Global,1,Tadarida brasiliensis, ,Tadarida brasiliensis,Mammals,SAMN35075070,"USA: Texas A&M campus in the city of College Station, Brazos County, Texas",NA,Burton Lim,Michael Smotherman,NA,NA,NA,30.6187,-96.3365,FALSE,FALSE,results/species/Tadarida_brasiliensis/range_raster.tif,results/species/Tadarida_brasiliensis/range_raster_goode.tif,-79.0102598414365,2.05833448863887,FALSE,FALSE,FALSE,FALSE
Taeniopygia guttata,zebra finch,GCA_048771995.1,Birds,132195948,2018,TRUE,LC,NA,Stable,"Puerto Rico, Portugal, Indonesia",Global,1,Taeniopygia guttata, ,Poephila guttata; Fringilla guttata; Taeniopygia guttata,Birds,SAMN47142318,"USA: Millbrook, New York",41.7677 N 73.7508 W,The Rockefeller University: Gillian Durham,Gillian Durham,"The zebra finch (Taeniopygia guttata), native to Australia, is one of the most studied birds in science, for its vocal learning abilities and as a representative songbird. This sample of a female individual is part of a trio (female offspring bTaeGut7, mother bTaeGut8, father bTaeGut9). It was procured by Gillian Durham and Matthew Biegler of the Rockefeller University Field Center to be used to generate a telomere-to-telomere (T2T) reference genome assembly for the Vertebrate Genomes Project (VGP), as well as for the vocal learning community. Sequencing and genome assembly were conducted at the Vertebrate Genome Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,NA,41.7677,-73.7508,FALSE,FALSE,results/species/Taeniopygia_guttata/range_raster.tif,results/species/Taeniopygia_guttata/range_raster_goode.tif,121.922102680878,-8.98978640938329,TRUE,FALSE,FALSE,FALSE
Takifugu rubripes,Japanese puffer (torafugu),GCA_901000725.3,Fishes,2247747,2014,TRUE,NT,NA,Decreasing,"Taiwan, Province of China, China, Korea, Republic of, Korea, Democratic People's Republic of, Japan",Global,1,Takifugu rubripes,"Fugu rubripes, Sphaeroides rubripes, Tetraodon rubripes",Takifugu rubripes; Tetraodon rubripes; Sphoeroides rubripes chinensis; Fugu rubripes rubripes; Fugu rubripes; Sphaeroides rubripes; Sphoeroides rubripes,Ray-finned fishes,SAMEA104384834,NA,NA,NA,NA,NA,NA,"The assembly fTakRub1.3 is based on
83x PacBio Sequel data,
70x coverage Illumina HiSeqX data from a 10X Genomics Chromium library generated at the Wellcome Sanger Institute as well as BioNano Saphyr DLE data generated at the Rockefeller University Vertebrate Genome Laboratory and
51x coverage HiSeqX data from a Hi-C library prepared by Arima Genomics. An initial PacBio assembly was made using Falcon-unzip, and retained haplotigs were identified using purge_haplotigs. The primary contigs were then scaffolded using the 10X data with scaff10x, then scaffolded further with BioNano hybrid scaffolding and scaffolded further still using the Hi-C data with SALSA2. Polishing and gap-filling of both the primary scaffolds and haplotigs was performed using the PacBio reads and Arrow, followed by two rounds of Illumina polishing using the 10X data and freebayes. The mitochondrial assembly was produced at The Rockefeller University using mitoVGP. Finally, the assembly was manually improved using gEVAL to correct mis-joins and improve concordance with the BioNano and Hi-C data. Chromosome-scale scaffolds are named by synteny to the GCA_000180615.2 assembly of Takifugu rubripes.",NA,NA,FALSE,TRUE,results/species/Takifugu_rubripes/range_raster.tif,results/species/Takifugu_rubripes/range_raster_goode.tif,128.09316729275,33.4130583848942,TRUE,FALSE,FALSE,FALSE
Talpa europaea,European mole,GCA_964194135.1,Mammals,221752294,2024,TRUE,LC,NA,Unknown,"Austria, Albania, Liechtenstein, Slovenia, Belgium, Slovakia, Switzerland, Italy, United Kingdom, Bosnia and Herzegovina, Bulgaria, Greece, Türkiye, Belarus, Netherlands, Latvia, Sweden, Lithuania, Hungary, Croatia, Monaco, Germany, Serbia, North Macedonia, Montenegro, Poland, Romania, Moldova, Luxembourg, France, Czechia, Denmark, Estonia, Russian Federation, Ukraine, Finland, European Russia, Türkiye-in-Europe, Andorra",Europe,2,Talpa europaea, ,Talpa europea; Talpa cinerea; Talpa uralensis; Talpa flavescens; Talpa variegata; Talpa friseus; Talpa maculata; Talpa albomaculata; Talpa scalops; Talpa alba; Talpa panici; Talpa nigra; Talpa brauneri; Talpa europaea kratochvilli; Talpa grisea; Talpa lutea; Talpa caudata; Talpa rufa; Talpa vulgaris; Talpa albida; Talpa europaea,Mammals,SAMEA112468127,England|Gloucester|Newgounds,51.73 -2.4,NA,MICHELLE O'BRIEN,NA,NA,"The assembly mTalEur1.hap1.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Chromosome X was assigned based on synteny to GCA_950295315.1",51.73,-2.4,FALSE,FALSE,results/species/Talpa_europaea/range_raster.tif,results/species/Talpa_europaea/range_raster_goode.tif,29.9398702152773,53.3316071718094,FALSE,FALSE,FALSE,FALSE
Tamandua tetradactyla,Southern tamandua,GCA_023851605.1,Mammals,210445394,2025,TRUE,LC,NA,Unknown,"Maranhão, Santa Catarina, Suriname, Santa Fé, Venezuela, Bolivarian Republic of, Paraguay, Rio de Janeiro, Trinidad and Tobago, Pernambuco, Formosa, Argentina, Mato Grosso, Colombia, Tocantins, Corrientes, Chaco, Córdoba, Santiago del Estero, Guyana, Rondônia, Ecuador, La Rioja, Paraná, Pará, Venezuela (mainland), Uruguay, Misiones, Paraíba, Tucumán, Alagoas, Acre, Ecuador (mainland), Roraima, Sergipe, Catamarca, Minas Gerais, French Guiana, Rio Grande do Sul, Bolivia, Plurinational States of, Salta, Amazonas, Rio Grande do Norte, Brasília Distrito Federal, São Paulo, Amapá, Colombia (mainland), Peru, Mato Grosso do Sul, Bahia, Brazil, Ceará, Goiás, Espírito Santo, Piauí",Global,1,Tamandua tetradactyla, ,Tamandua longicaudata nigra; Myrmecophaga tamandua; Myrmecophaga tetradactyla; Myrmecophaga longicaudata; Tamandua bivittata opisthomelas; Tamandua tetradactyla,Mammals,SAMN12612337,Guyana,4.917311 N 58.943462 W,Leibniz Institute for Zoo and Wildlife Research (IZW),Gudrun Wibbelt,"Tamandua tetradactyla, or the lesser anteater, is a native species from South America. It is found in different habitats, from forests to arid savannas and usually feeds on ants, termites and bees. Together with armadillos and sloths, anteaters belong to the Superorder Xenarthra, the only placental group that has evolved in South America. This sample was collected from Anton, a zoo specimen from the TierPark Berlin by researchers from the Leibniz Institute for Zoo and Wildlife Research, and is being used to generate the first chromosome level genome of an anteater as part of the VGP Project.",NA,Order and orientation of scaffolds uncertain for chromosome 3 from 71.33-78.83 Mb and chromosome 12 from 15.17-21.29 Mb.,4.917311,-58.943462,FALSE,FALSE,results/species/Tamandua_tetradactyla/range_raster.tif,results/species/Tamandua_tetradactyla/range_raster_goode.tif,-57.4649608235108,-9.41543171768946,FALSE,FALSE,FALSE,FALSE
Tapirus indicus,Malayan tapir,GCA_031878705.1,Mammals,45173636,2016,TRUE,EN,A2bcd+3bcd; C1,Decreasing,"Thailand, Indonesia, Malaysia, Myanmar, Sumatera",Global,1,Tapirus indicus, ,Acrocodia indica; Tapirus indicus brevetianus; Tapirus indicus; Tapirus indicus indicus,Mammals,SAMN37096863,"USA: San Diego Zoo, San Diego",32.7360 N 117.1510 W,NA,Cynthia Steiner,"The Malayan Tapir (Tapirus indicus) is the only living Tapir species outside of the Americas. It is native to Southeast Asia, from the Malay Peninsula to Sumatra. It is endangered since 2008, currently comprising fewer than 2,500 mature individuals (modified from Wikipedia entry). This sample is from a male born in the Philadelphia Zoo, USA, later transferred to the San Diego Zoo, where a blood sample was collected and supplied by Oliver Ryder and Cynthia Steiner to be used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP) and conservation research. Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,32.736,-117.151,FALSE,FALSE,results/species/Tapirus_indicus/range_raster.tif,results/species/Tapirus_indicus/range_raster_goode.tif,100.877042347919,4.6914407355788,TRUE,FALSE,TRUE,FALSE
Tauraco erythrolophus,red-crested turaco,GCA_009769465.1,Birds,264122347,2024,TRUE,LC,NA,Decreasing,Angola,Global,1,Tauraco erythrolophus, ,Tauraco erythrolophus,Birds,SAMN12621036,Denmark: Copenhagen Zoo,55.67278 N 12.52139 E,"Copenhagen Zoo, Denmark",Mads Bertelsen,"The Red-crested Turaco (Tauraco erythrolophus) is endemic to western Angola to Congo, Africa, and is the National bird of Angola. It has deep barking call that has been described to sound like a jungle monkey. It is named after its very colorful red crested feathers on its head. This sample was collected by Mads Bertelsen from a female that lived at the Copenhagen Zoo in Denmark and was used to generate a chromosome level reference assembly as part of the G10K-VGP and B10K Projects.",NA,This assembly represents the principal haplotype of the diploid genome Tauraco erythrolophus and includes the chromosomes. The alternate haplotype sequences are in WGS project WOXX00000000,55.67278,12.52139,FALSE,FALSE,results/species/Tauraco_erythrolophus/range_raster.tif,results/species/Tauraco_erythrolophus/range_raster_goode.tif,15.0601293686147,-9.24807742126223,TRUE,FALSE,TRUE,FALSE
Taurulus bubalis,long-spined sea scorpion,GCA_910589615.1,Fishes,45077961,2014,TRUE,LC,NA,Unknown,"United Kingdom, Sweden, Spain, Portugal, Poland, Norway, Belgium, Germany, Gibraltar, Iceland, Ireland, Italy, Latvia, Lithuania, Monaco, Denmark, Estonia, European Russia, Faroe Islands, Finland, France, Guernsey, Jersey, Netherlands, Spain (mainland), Portugal (mainland), Italy (mainland), France (mainland), Spanish North African Territories, Great Britain, Northern Ireland, Russian Federation, Northwest European Russia, Kaliningrad",Europe,2,Taurulus bubalis,"Acanthocottus bubalis, Aspicottus bubalis, Enophrys bubalis, Cottus maculatus, Cottus bubalis, Ceratocottus bubalis, Myoxocephalus bubalis",Cottus bubalis; Cottus maculatus; Acanthocottus bubalis; Ceratocottus bubalis; Aspicottus bubalis; Myoxocephalus bubalis; Enophrys bubalis; Taurulus bubalis,Ray-finned fishes,SAMEA7522994,Scotland | North Ayrshire | Great Cumbrae | Farland Point (West side),55.746815 -4.914907,NA,RICHARD DURBIN,NA,NA,"The assembly fTauBub2.1 is based on 38x PacBio data, 10X Genomics Chromium data, and Arima Hi-C data generated by the Darwin Tree of Life Project (https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, short-read polishing using FreeBayes-called variants from 10X Genomics Chromium reads aligned with LongRanger, and Hi-C based scaffolding with SALSA2. The mitochondrial genome was assembled using MitoHifi. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",55.746815,-4.914907,FALSE,FALSE,results/species/Taurulus_bubalis/range_raster.tif,results/species/Taurulus_bubalis/range_raster_goode.tif,2.61947545540732,53.9233918742952,FALSE,FALSE,FALSE,FALSE
Tautogolabrus adspersus,cunner,GCA_020745685.1,Fishes,8538221,2010,TRUE,LC,NA,Unknown,"Canada, United States",Global,1,Tautogolabrus adspersus,"Tautogolabrus brandaonis, Labrus adspersus",Tautoga niger; Ctenolabrus brandaonis; Labrus chogset; Labrus adspersus; Tautoga caerulea; Labrus burgall; Tautogolabrus chogset fulva; Labrus chogset fulva; Ctenolabrus uninotatus; Tautogolabrus brandaonis; Tautogolabrus adspersus; Ctenolabrus adspersus; Tautogolabrus chogset,Ray-finned fishes,SAMN22589422,"Canada: Alderney Landing, Halifax",44.66 N 63.57 W,Dalhousie University,Tony Einfeldt,"The cunner (Tautogolabrus adspersus) is wrasse fish species native to the northwestern Atlantic, from the Gulf of St. Lawrence and Newfoundland to the Chesapeake Bay (from Wikipedia entry). This sample from a male collected in Halifax, Canada waters, by Tony Einfeldt from Dalhousie University. The sample was used to generate a high-quality reference for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, lead by Olivier Fedrigo and Erich D. Jarvis, and supported by Einfeldt and colleagues.",NA,NA,44.66,-63.57,FALSE,FALSE,results/species/Tautogolabrus_adspersus/range_raster.tif,results/species/Tautogolabrus_adspersus/range_raster_goode.tif,-60.4831455642023,46.3507912496827,FALSE,FALSE,FALSE,FALSE
Telmatherina bonti,telmatherina bonti,GCA_933228915.1,Fishes,90980062,2019,TRUE,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Decreasing,"Sulawesi, Indonesia",Global,1,Telmatherina bonti, ,Telmatherina bonti,Ray-finned fishes,SAMEA8592627,Bonn | Zoological Research Museum Alexander Koenig Leibniz Institute for Animal Biodiversity,50.7223215315783 7.11382096910185,NA,FABIAN HERDER,NA,NA,"The assembly fTelBon1.1 is based on 36x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHifi. Finally, the assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.7223215315783,7.11382096910185,FALSE,FALSE,results/species/Telmatherina_bonti/range_raster.tif,results/species/Telmatherina_bonti/range_raster_goode.tif,121.298558526191,-2.6653550948509,TRUE,FALSE,TRUE,FALSE
Tetrao urogallus,Western capercaillie,GCA_951394365.1,Birds,166188330,2021,TRUE,LC,NA,Decreasing,"Norway, Spain, European Russia, Croatia, Bulgaria, Austria, North Macedonia, Germany, Ireland, Russian Federation, France, Serbia, Bosnia and Herzegovina, Lithuania, Slovenia, Andorra, Belarus, Ukraine, Albania, Poland, Sweden, Czechia, Denmark, United Kingdom, Finland, Estonia, Liechtenstein, Slovakia, Switzerland, Montenegro, Romania, Italy, Greece, Latvia",Europe,2,Tetrao urogallus, ,Tetrao urogallus,Birds,SAMEA9654429,SCOTLAND | Cairngorms,not collected not collected,NA,Jennifer Kaden,NA,NA,"The assembly bTetUro1.1 is based on 23x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Chromosome Z identified by alignment to GCA_016699485.1",57.0612,-3.60035,FALSE,FALSE,results/species/Tetrao_urogallus/range_raster.tif,results/species/Tetrao_urogallus/range_raster_goode.tif,69.3130925222986,58.2624645304512,FALSE,FALSE,FALSE,FALSE
Thalassophryne amazonica,prehistoric monster fish,GCA_902500255.1,Fishes,87543164,2022,TRUE,DD,NA,Unknown,"Amazonas, Brazil, Colombia, Peru, Colombia (mainland)",Global,1,Thalassophryne amazonica, ,Thalassophryne amazonica,Ray-finned fishes,SAMEA104129913,NA,NA,NA,NA,NA,NA,"The assembly fThaAma1.1 is based on 67x PacBio data, 48x 10X Genomics Chromium data, BioNano data and 13x Arima Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Falcon-unzip, retained haplotig identification with purge_dups, 10X based scaffolding with scaff10x, BioNano hybrid-scaffolding, Hi-C based scaffolding with SALSA2, Arrow polishing, and two rounds of FreeBayes polishing. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",NA,NA,FALSE,TRUE,results/species/Thalassophryne_amazonica/range_raster.tif,results/species/Thalassophryne_amazonica/range_raster_goode.tif,-70.534408630748,-3.0961331023402,TRUE,FALSE,FALSE,FALSE
Thalia democratica,Thalia democratica,GCA_965202585.1,Invertebrates,NA,NA,NA,NE,NA,NA,NA,NA,NA,Thalia democratica,NA,Dubreuillia cirrhosa; Thalia democratica typica; Salpa spinosa; Salpa caboti; Thalia lingulata; Salpa democratica; Salpa democratica mucronata; Biphora democratica; Salpa mucronata; Biphora mucronata; Thalia mucronata; Thalia democratica,Other Deurostomes,SAMEA111439782,Mediterranean Coast | Bay of Villefranche-sur-mer,43.69085792 7.31405419,NA,ALEXANDRE ALIE,NA,NA,"The assembly ktThaDemo2.hap1.1 is based on 80x PacBio data and Arima2 Hi-C data generated by the Aquatic Symbiosis Genomics Project (https://www.aquaticsymbiosisgenomics.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. A haplotypic inversion was observed in the region on chromosome 6 ( 7.3-49.3 Mbp).",43.69085792,7.31405419,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Thamnophis elegans,Western terrestrial garter snake,GCA_009769535.1,Reptiles,12732762,2007,TRUE,LC,NA,Stable,"Canada, United States, Mexico",Global,1,Thamnophis elegans, ,Thamnophis elegans biscutatus; Thamnophis elegans; Thamnophis elegans vascotanneri; Eutaenia elegans brunnea; Thamnophis ordinoides hueyi; Thamnophis elegans nigrescens; Tropidonotus trivittatus; Thamnophis elegans arizonae; Eutaenia henshawi; Eutaenia vagrans plutonia; Eutaenia elegans lineolata; Eutaenia elegans; Eutaenia biscutata,Lepidosauria,SAMN12629499,"USA: Born in Anne Bronikowsk lab at ISU; MOM, 2012; Eagle Lake; PAP",42.02482 N 93.64411 W,Iowa State University,Anne Bronikowski,NA,NA,This assembly represents the principal haplotype of the diploid genome Thamnophis elegans and includes the chromosomes. The alternate haplotype sequences are in WGS project WNNB00000000,42.02482,-93.64411,FALSE,FALSE,results/species/Thamnophis_elegans/range_raster.tif,results/species/Thamnophis_elegans/range_raster_goode.tif,-113.634635369941,42.6634590261546,TRUE,FALSE,FALSE,FALSE
Theristicus caerulescens,plumbeous ibis,GCA_020745775.1,Birds,265000454,2025,TRUE,LC,NA,Stable,"Paraguay, Bolivia, Plurinational States of, Argentina, Brazil, Uruguay",Global,1,Theristicus caerulescens,Harpiprion caerulescens caerulescens,Geronticus coerulescens; Ibis coerulescens; Harpiprion caerulescens caerulescens; ? caerulescens; Theristicus caerulescens; Harpiprion caerulescens,Birds,SAMN22550094,Uruguay: Rocha,33.741944 S 53.746111 W,Smithsonian,C. M. Milensky,"The plumbeous ibis (Theristicus caerulescens) is a large ibis that lives in central South America. Unlike some other ibis species, it is mostly solid in color (grey). It releases an unpleasantly musty odor when caught (from Wikipedia entry). This sample is from a female collected by C. N. Milensky in 2005, stored by the Smithsonian Institute. It was further procured by Gary Graves of the Smithsonian Museum in Washington D.C., to generate a high-quality reference for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, lead by Olivier Fedrigo and Erich D. Jarvis, with support from Tom Gilbert and Jarvis.",NA,NA,-33.741944,-53.746111,FALSE,FALSE,results/species/Theristicus_caerulescens/range_raster.tif,results/species/Theristicus_caerulescens/range_raster_goode.tif,-58.3293731970313,-25.0958081681425,FALSE,FALSE,FALSE,FALSE
Thomomys bottae,Botta's pocket gopher,GCA_031878675.1,Mammals,115163311,2016,TRUE,LC,NA,Stable,"Mexico, Utah, Chihuahua, Baja California, New Mexico, Oregon, Nevada, Nuevo León, Arizona, Sinaloa, Zacatecas, California, Colorado, Texas, United States, Coahuila",Global,1,Thomomys bottae, ,Thomomys bottae; Oryctomys bottae,Mammals,SAMN37300244,"USA: San Bernardino County Specific Locality, Harvard, California",34.9365976 N 116.66389 W,Chris Conroy: Museum of Vertebrate Zoology,James L. Patton,"Botta's pocket gopher (Thomomys bottae) is native to western North America. Botta's pocket gopher is highly adaptable, burrowing into a very diverse array of soils from loose sands to tightly packed clays, and from arid deserts to high altitude meadows. This sample is from a wild caught male in California, USA, collected by James L. Paton of the Museum of Vertebrate Zoology, and provided by Chris Conroy of the same museum, and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genome Lab (VGL), coordinated by Olivier Fedrigo and Erich D. Jarvis.",NA,NA,34.9365976,-116.66389,FALSE,FALSE,results/species/Thomomys_bottae/range_raster.tif,results/species/Thomomys_bottae/range_raster_goode.tif,-112.274287995642,34.1424915487667,FALSE,FALSE,FALSE,FALSE
Thunnus albacares,yellowfin tuna,GCA_914725855.1,Fishes,46624561,2021,TRUE,LC,NA,Decreasing,"Saint Kitts and Nevis, Comoros, Pitcairn, Philippines, Senegal, Equatorial Guinea, Sierra Leone, Cayman Islands, Wallis and Futuna, Guadeloupe, Suriname, Somalia, Pakistan, Myanmar, Christmas Island, Seychelles, Northern Mariana Islands, Mauritania, Cabo Verde, Martinique, Cuba, Bangladesh, Guinea-Bissau, Saint Helena, Ascension and Tristan da Cunha, Guam, Singapore, Guatemala, Sao Tome and Principe, Mauritius, El Salvador, Brunei Darussalam, Tanzania, United Republic of, Namibia, India, Western Sahara, American Samoa, Spain, Taiwan, Province of China, Yemen, Trinidad and Tobago, New Caledonia, Australia, Iran, Islamic Republic of, Honduras, Solomon Islands, Montserrat, South Africa, Saint Vincent and the Grenadines, Hong Kong, Cook Islands, Ghana, Chile, Morocco, Indonesia, Cameroon, Cocos (Keeling) Islands, Virgin Islands, British, Guinea, Congo, The Democratic Republic of the, Saint Lucia, Marshall Islands, Congo, Dominican Republic, Panama, Venezuela, Bolivarian Republic of, Papua New Guinea, Côte d'Ivoire, French Polynesia, Gambia, Costa Rica, Dominica, Madagascar, Peru, Nigeria, Sri Lanka, Colombia, Réunion, Norfolk Island, Haiti, Nicaragua, Aruba, French Guiana, Puerto Rico, United Arab Emirates, Gabon, Angola, Anguilla, United Kingdom, Tuvalu, Palau, Portugal, Grenada, Antigua and Barbuda, New Zealand, Togo, Djibouti, Guyana, Maldives, Japan, Samoa, Micronesia, Federated States of , Fiji, Vanuatu, Viet Nam, Bahamas, Brazil, Ecuador, Oman, Tokelau, Virgin Islands, U.S., Nauru, Niue, Liberia, Bermuda, Malaysia, Belize, Turks and Caicos Islands, Jamaica, United States Minor Outlying Islands, Kenya, Tonga, Mozambique, Benin, Barbados, United States, Mexico, Kiribati, Sint Maarten (Dutch part), Saint Martin (French part), Saint Barthélemy, Curaçao, Bonaire, Sint Eustatius and Saba",Global,1,Thunnus albacares,"Thynnus albacora, Neothunnus catalinae, Neothunnus albacora, Thunnus allisoni, Thunnus albacora, Scomber sloanei, Scomber albacares, Thynnus argentivittatus, Scomber albacorus, Orcynus subulatus, Semathunnus guildi, Thynnus macropterus, Neothunnus itosibi, Kishinoelle zacalles ",Neothunnus albacora longipinna; Scomber sloanei; Kishinoelle zacalles; Neothunnus brevipinna; Scomber albacares; Orcynus subulatus; Thynnus argentivittatus; Semathunnus itosibi; Thynnus macropterus; ? albacores; Thunnus albacarres; Thunnus zacalles; Neothunnus itosibi; Thynnus albacora; Neothunnus albacora brevipinna; Thunnus abacares; Neothunnus macropterus macropterus; Thunnus allisoni; Semathunnus guildi; Scomber albacorus; Kishincella zacalles; Kishinoella zacalles; Germo itosibi; Neothunnus macropterus itosibi; Neothunnus catalinae; Thunnus itosibi; Thunnus albacares macropterus; Neothunnus macropterus; Orcynus macropterus; Neothunnus albacora macropterus; Germo macropterus; Thunnus macropterus; Thunnus albacores; Neothunnus albacores; Thunnus catalinae; Neothunnus allisoni; Germo allisoni; Neothunnus albacares; Thunus albacares; Germo albacares; Neothunnus argentivittatus; Germo argentivittatus; Thunnus argentivittatus; Thunnus albacora; Germo albacora; Neothunnus albacora; Orcynus albacora; Thunnus albacares,Ray-finned fishes,SAMEA8654749,Australia,-21.5 154.5,NA,Peter Grewe,NA,NA,"The assembly fThuAlb1.1 is based on 45x PacBio data, 42x 10X Genomics Chromium data, and Arima Hi-C data generated at the Wellcome Sanger Institute. The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, short-read polishing using FreeBayes-called variants from 10X Genomics Chromium reads aligned with LongRanger, and Hi-C based scaffolding with SALSA2. The mitochondrial genome was assembled using MitoHifi. Finally, the assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-21.5,154.5,FALSE,FALSE,results/species/Thunnus_albacares/range_raster.tif,results/species/Thunnus_albacares/range_raster_goode.tif,-9.73100764815575,-0.391144396150447,FALSE,FALSE,FALSE,FALSE
