"","scientific_name","iucn_name","assessment_id","category","criteria","pop_trend","locations","year_published","latest","gbif_synonyms","iucn_synonyms","lineage","extended_lineage","english_name","accession_number_for_main_haplotype","biosample_accession","geo_location","latlon","biosample_provider","biosample_collectedby","biosample_comment","assembly_comments","sampling_lat","sampling_lon","vague_location_flag","missing_sampling_location_flag","raster_path_ea","raster_path_goode","centroid_lon","centroid_lat","outside_range_flag","missing_range_flag","zoo_flag","domesticated_flag","priority","map_notes","use_coord"
"509","Scophthalmus maximus","Scophthalmus maximus",144939322,"LC",NA,"Decreasing","Italy, France, Germany, Gibraltar, Slovenia, Faroe Islands, Finland, Spain, Poland, Greece, Montenegro, Croatia, United Kingdom, Guernsey, Malta, Georgia, Iceland, Ireland, Russian Federation, Albania, Jersey, Sweden, Netherlands, Estonia, Denmark, Monaco, Latvia, Bulgaria, Türkiye, Cyprus, Lithuania, Portugal, Belgium, Romania, Ukraine, Norway",2021,TRUE,"Rhombus maximus; Psetta maxima; Bothus maximus; Pleuronectes maximus; Scophthalmus ponticus; Pleuronectes cyclops; Rhombus rhombitis; Rhombus magnus; Psetta maxima maxima; Pleuronectes tuberculatus; Rhombus aculeatus; Rhombus stellosus; Pleuronectes turbot; Scophthalmus maximus","Rhombus magnus, Pleuronectes maximus, Pleuronectes turbot, Rhombus aculeatus, Rhombus stellosus, Psetta maxima, Pleuronectes cyclops, Scophthalmus ponticus, Rhombus maximus","Fishes","Ray-finned fishes","turbot","GCA_963854745.1","SAMEA110450106","Cornwall | whitsand bay","50.32529 -4.2363",NA,"KES SCOTT-SOMME | RACHEL BRITTON",NA,"The assembly fScoMax1.1 is based on 41x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.32529,-4.2363,FALSE,FALSE,"results/species/Scophthalmus_maximus/range_raster.tif","results/species/Scophthalmus_maximus/range_raster_goode.tif",7.29274593755027,45.8789135785098,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"510","Sebastes fasciatus","Sebastes fasciatus",9144739,"EN","A1bd",NA,"Canada, Québec, Greenland, Iceland, United States",1996,TRUE,"Sebastes faciatus; Sebastes fasciatus",NA,"Fishes","Ray-finned fishes","Acadian redfish","GCA_043250625.1","SAMN43039489","Canada: Gulf of St. Lawrence","48.183022 N 61.151193 W","Fisheries and Oceans Canada: Eric Parent","Eric Parent","The Acadian redfish (Sebastes fasciatus), also known as the Atlantic redfish, Acadian rockfish, or Labrador redfish, is a species of marine ray-finned fish belonging to the subfamily Sebastinae, the rockfishes, part of the family Scorpaenidae. It is native to the deep waters of the northwestern Atlantic (from Wikipedia entry). This sample was procured by Eric Parent and coordinated by Ian Bradbury and Tony Kess to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genome Lab (VGL) at the Rockefeller University, led by Erich D. Jarvis, Giulio Formenti, and Jennifer Balacco.",NA,48.183022,-61.151193,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,6,NA,"sampling"
"511","Sebastes umbrosus","Sebastes umbrosus",NA,"NE",NA,NA,NA,NA,NA,"Sebastichthys umbrosus; Sebastes umbrosus",NA,"Fishes","Ray-finned fishes","honeycomb rockfish","GCA_015220745.1","SAMN12629503","USA: California coast","33.599833 N 118.265167 W","UC Berkeley","University of Washington",NA,NA,33.599833,-118.265167,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,6,NA,"sampling"
"512","Shinisaurus crocodilurus","Shinisaurus crocodilurus",217811129,"EN","B1ab(ii,iii,iv,v)","Decreasing","Guangdong, Hunan, China, Guangxi, Viet Nam",2022,TRUE,"Shinisaurus crocodilurus",NA,"Reptiles","Lepidosauria","Chinese crocodile lizard","GCA_021292165.1","SAMN19072228","China: Hezhou, Guangxi province","24.0956 N 111.8090 E","Daguishan Nature Reserve, Guangxi province, China","Institute of Zoology, Chinese Academy of Sciences","The sample used for de novo genome sequencing and annotation.",NA,24.0956,111.809,FALSE,FALSE,"results/species/Shinisaurus_crocodilurus/range_raster.tif","results/species/Shinisaurus_crocodilurus/range_raster_goode.tif",111.267296414563,24.0137566883221,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"513","Sminthopsis crassicaudata","Sminthopsis crassicaudata",21948539,"LC",NA,"Stable","Australia",2016,TRUE,"Sminthopsis crassicaudata; Phascogale crassicaudata",NA,"Mammals","Mammals","fat-tailed dunnart","GCA_048593235.1","SAMN47327922","Australia: Melbourne",NA,"A. Pask, University of Melbourne, Melbourne VIC Australia",NA,NA,NA,-37.8142454,144.9631732,FALSE,FALSE,"results/species/Sminthopsis_crassicaudata/range_raster.tif","results/species/Sminthopsis_crassicaudata/range_raster_goode.tif",134.929860101541,-28.4903459545813,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"514","Solea solea","Solea solea",15595369,"DD",NA,"Stable","Türkiye, Syrian Arab Republic, Lebanon, Israel, Cyprus, Senegal, Mauritania, Cabo Verde, Western Sahara, Tunisia, Monaco, Malta, Italy, Ireland, Greece, Gibraltar, Germany, France, Denmark, Croatia, Bulgaria, Belgium, Albania, Netherlands, Norway, Portugal, Romania, Slovenia, Spain, Sweden, United Kingdom, Algeria, Egypt, Libya, Morocco, Poland",2015,TRUE,"Solea vulgaris vulgaris; Solea vulgaris typica; Pleuronectes solea; Solea vulgaris; Solea solea","Solea vulgaris, Pleuronectes solea","Fishes","Ray-finned fishes","common sole","GCA_958295425.1","SAMEA10984647","Kwintebank","51.283 2.65",NA,"VOLCKAERT Filip",NA,"The assembly fSolSol10.1 is based on 32x PacBio data and Arima2 Hi-C data generated by the Wellcome Sanger Institute Tree of Life Programme (https://www.sanger.ac.uk/programme/tree-of-life/) as part of the European Reference Genome Atlas pilot project
(https://www.erga-biodiversity.eu/pilot-project). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. This alternate haplotype assembly combines the haplotigs separated by purge_dups with haplotigs separated from the primary assembly during curation.",51.283,2.65,FALSE,FALSE,"results/species/Solea_solea/range_raster.tif","results/species/Solea_solea/range_raster_goode.tif",4.43779460070632,40.2510859219758,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"515","Sorex araneus","Sorex araneus",226891290,"LC",NA,"Stable","Belgium, Albania, Lithuania, Sweden, Liechtenstein, Slovakia, Belarus, Norway, Andorra, Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Greece, Moldova, Spain, Denmark, Estonia, Montenegro, Slovenia, United Kingdom, Latvia, Luxembourg, Germany, Finland, France, Serbia, Ukraine, Netherlands, Switzerland, Hungary, North Macedonia, Poland, Romania, Russian Federation, European Russia, Italy (mainland), Türkiye, Türkiye-in-Europe, France (mainland), Greece (mainland), Italy, Kosovo, Serbia, Spain (mainland), Great Britain, Ukraine (main part)",2024,TRUE,"Sorex tetragonurus; Sorex quadricaudatus; Sorex araneus garganicus; Sorex bohemicus; Sorex pyrenaicus; Sorex araneus hulleri; Sorex bolkayi; Sorex pallidus; Sorex iochanseni; Sorex melanodon; Sorex araneus wettsteini; Sorex labiosus; Sorex peucinus; Sorex ignotus; Sorex petrovi; Sorex monsvairani; Sorex mollis; Sorex cskii; Sorex nigra; Sorex concinnus; Sorex carpathicus; Sorex daubentoni; Sorex nuda; Sorex tomensis; Sorex hermanni; Sorex personatus; Sorex santonus; Sorex macrotrichus; Sorex crassicaudatus; Sorex araneus silanus; Sorex alticola; Sorex fretalis; Sorex vulgaris; Sorex araneus bergensis; Sorex castaneus; Sorex uralensis; Sorex bergensis; Sorex pulcher; Sorex rhinolophus; Sorex araneus","Sorex averini","Mammals","Mammals","European shrew","GCA_027595985.1","SAMN32477717","Germany: Radolfzell, Max Planck Institute of Animal Behavior","47.7744 N 9.0157 E","Liliana M. Davalos, Stony Brook University/ sample from Max Planck Institute of Animal Behavior","Marion Muturi","The European shrew (Sorex araneus) is the most common shrew and one of the most common mammals, throughout Northern Europe. It is one of the rare venomous mammals and has a life span of approximately 14 months (from Wikipedia entry). This sample is from a juvenile male at the Max Planck Institute of Animal Behavior in Radolfzell, Germany, collected by Marion Muturi, and procured by Liliana M. Davalos and William Thomas at Stony Brook University, New York, to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,47.7744,9.0157,FALSE,FALSE,"results/species/Sorex_araneus/range_raster.tif","results/species/Sorex_araneus/range_raster_goode.tif",54.2824885675772,55.9083783463025,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"516","Spea bombifrons","Spea bombifrons",196337150,"LC",NA,"Stable","Arizona, Oklahoma, Chihuahua, Saskatchewan, North Dakota, Iowa, United States, Montana, Sonora, Manitoba, Utah, Mexico, Texas, New Mexico, Tamaulipas, Nuevo León, Wyoming, South Dakota, Alberta, Colorado, Arkansas, Canada, Nebraska, Kansas, Missouri",2022,TRUE,"Scaphiopus bombifrons; Scaphiopus hammondii bombifrons; Spea bombifrons","Scaphiopus bombifrons","Amphibians","Amphibians","plain spadefoot toad","GCA_027358695.2","SAMN28408467","USA: Anton, Colorado","39.74511 N 103.19081 W","Karen Pfenning, UNC Chapel Hill","Catherine Chen","The plains spadefoot toad (Spea bombifrons) ranges from southwestern Canada, the Great Plains of the western United States, and into northern Mexico. Like other species of spadefoot toads, they get their name from a spade-like projections on their hind legs which allow them to dig into sandy soils (from Wikipedia entry). This sample from a female collected in Anton, Colorado. The sample was procured by Karin Pfenning with coordination help from Andrew Crawford and used to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.","In January 2023 56 sequences were suppressed because they were found to be contaminants.",39.74511,-103.19081,FALSE,FALSE,"results/species/Spea_bombifrons/range_raster.tif","results/species/Spea_bombifrons/range_raster_goode.tif",-103.576031804337,38.6896726417076,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"517","Spinachia spinachia","Spinachia spinachia",19929494,"LC",NA,"Stable","Kaliningrad, European Russia, Russian Federation, Northern Ireland, Great Britain, United Kingdom, Sweden, Spain (mainland), Spain, Belgium, Denmark, Estonia, Finland, France, France (mainland), Germany, Ireland, Latvia, Lithuania, Netherlands, Norway, Poland, North European Russia, Northwest European Russia, Åland Islands, Isle of Man",2014,TRUE,"Spinachia vulgaris; Gasterosteus spinachia; Spinachia spinachia","Gasterosteus spinachia","Fishes","Ray-finned fishes","sea stickleback","GCA_048126635.1","SAMN36735485","Denmark: Oresund Aquarium",NA,"Josefin Stiller",NA,NA,NA,56.0412257,12.6111,FALSE,FALSE,"results/species/Spinachia_spinachia/range_raster.tif","results/species/Spinachia_spinachia/range_raster_goode.tif",13.991733449888,57.8947707548882,FALSE,FALSE,TRUE,FALSE,6,NA,"sampling"
"518","Sprattus sprattus","Sprattus sprattus",143833310,"LC",NA,"Unknown","Ukraine (main part), Estonia, Sinai, Denmark, Cyprus, Libya, Egypt (African part), Finland, Georgia, Belgium, Lebanon, Syrian Arab Republic, Norway, Poland, Sardegna, Italy (mainland), Portugal, Sicilia, Monaco, Latvia, Montenegro, Netherlands, Jersey, Greece, Guernsey, Slovenia, Ireland, Greece (mainland), Romania, Portugal (mainland), Kriti, East Aegean Is., Spain (mainland), Albania, Baleares, Spain, Italy, France (mainland), Northern Ireland, Krym, Egypt, Ukraine, France, Corsica, European Russia, Algeria, Russian Federation, Lithuania, Sweden, Malta, Spanish North African Territories, Great Britain, Tunisia, Germany, United Kingdom, Gibraltar, Morocco, Türkiye, Bulgaria, Croatia",2018,TRUE,"Clupea papalina; Sprattus sprattus phalearicus; Clupea schoneveldii; Spratus spratus; Clupea sprattus; Spratella sprattus baltica; Clupea spratttus; Sprattus sprattus phalerica; Spratella serdinka; Clupea latulus; Meletta vulgaris; Clupea sprattus balticus; Sprattus sprattus balticus; Clupea sulinae; Sprattus sprattus phalericus; Clupanodon phalerica; Sprattus sprattus sprattus; Spratella pumila; Spratella sprattus; Sprattus sprattus","Spratella pumila, Spratus spratus, Clupanodon phalerica, Sprattus sprattus phalericus, Sprattus sprattus, Clupea sprattus, Clupea latulus, Spratella serdinka, Clupea schoneveldii, Meletta vulgaris, Clupea papalina, Sprattus sprattus phalerica, Clupea sulinae","Fishes","Ray-finned fishes","European sprat","GCA_963457725.1","SAMEA111562173","Cornwall | Whitsand Bay (MV Sepia) | Trawl 3","50.3386 -4.25672",NA,"KES SCOTT-SOMME | RACHEL BRITTON | PATRICK ADKINS | JOANNA HARLEY | MITCHELL BRENEN | SEAN MCTIERNEY | EMILY SULIVAN | TRUPTI GAIKWAD",NA,"The assembly fSprSpr1.1 is based on 62x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.3386,-4.25672,FALSE,FALSE,"results/species/Sprattus_sprattus/range_raster.tif","results/species/Sprattus_sprattus/range_raster_goode.tif",11.4430460694908,45.2506092561588,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"519","Squalius cephalus","Squalius cephalus",221228430,"LC",NA,"Stable","Liechtenstein, Bosnia and Herzegovina, Austria, Belgium, Central European Russia, Latvia, East European Russia, Sweden, Bulgaria, Croatia, Czechia, Germany, Krym, European Russia, Ukraine, Denmark, Estonia, Finland, South European Russia, France, Serbia, France (mainland), Ireland, Chechnya, Luxembourg, Netherlands, Belarus, Great Britain, Moldova, Hungary, Ukraine (main part), Slovakia, Russian Federation, Norway, Dagestan, Poland, Slovenia, Kaliningrad, Montenegro, Romania, Lithuania, North Macedonia, United Kingdom, Krasnodar, Switzerland, Türkiye, Türkiye-in-Europe",2024,TRUE,"Squalius cephalus; Squalius cephalus athurensis; Squalius tyberinus; Leuciscus cephalus ruffoi; Leuciscus cephalus wjatkensis; Leuciscus latifrons; Leuciscus albus; Leuciscus cephalus macedonicus; Cyprinus kittaibeli; Squalius turcicus platycephala; Squalius cephalus prespensis; Squalius orientalis; Cyprinus rufus; Leuciscus cabeda; Leuciscus lapacinus; Cyprinus lugdunensis; Leuciscus chub pictava; Leuciscus rissoi; Leuciscus frigidus; Squalius pareti; Leuciscus cephalus cabeda; Cyprinus chub; Squalius meridionalis; Leuciscus albiensis; Leuciscus squalius; Leuciscus brutius; Leuciscus nothulus; Squalus tyberinus; Cyprinus capito; Cyprinus albula; Cyprinus salmoneus; Cyprinus cephalus; Cyprinus orthonotus; Leuciscus cephalus cephalus; Cyprinus kietaibeli; Squalius clathratus; Leuciscus orientalis; Leuciscus ruffoi; Squalius cephalopsis; Leuciscus squalius cephalus; Leuciscus cephalus albus; Leuciscus cavedanus; Squalius meunier; Squalius cavedanus; Squalius cephalus cavedanus; Leuciscus cephalus; Leuciscus cephalus orientalis; Leuciscus chub","Leuciscus albiensis, Cyprinus albula, Squalius cephalus, Leuciscus brutius, Cyprinus capito, Leuciscus cavedanus, Squalius cephalopsis, Cyprinus cephalus, Leuciscus cephalus, Squalius clathratus, Leuciscus frigidus, Cyprinus kietaibeli, Leuciscus latifrons, Cyprinus lugdunensis, Squalius meridionalis, Squalius meunier, Leuciscus nothulus, Cyprinus orthonotus, Squalius pareti, Squalius turcicus, Leuciscus rissoi, Cyprinus rufus, Cyprinus salmoneus, Leuciscus squalius, Squalius tyberinus, Leuciscus vandoisulus","Fishes","Ray-finned fishes","European chub","GCA_949319135.1","SAMEA11296547","Nottingham | Calverton | Moor Ln | Lake Side View | Calverton Fish Farm","53.03331 -1.052197",NA,"RICHARD PITMAN",NA,"The assembly fSquCep2.1 is based on 46x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",53.03331,-1.052197,FALSE,FALSE,"results/species/Squalius_cephalus/range_raster.tif","results/species/Squalius_cephalus/range_raster_goode.tif",29.8807196077976,51.9375298193286,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"520","Stegostoma tigrinum","Stegostoma tigrinum",124425292,"EN","A2bcd","Decreasing","Northern Territory, Palau, Madagascar, Australia, Taiwan, Province of China, Japan, Yemen, Malaysia, New Caledonia, South Africa, Tanzania, United Republic of, Papua New Guinea, Fiji, Singapore, Myanmar, Queensland, Bahrain, Oman, Sudan, Western Australia, China, Qatar, Timor-Leste, Marshall Islands, Bangladesh, Kuwait, United Arab Emirates, Thailand, Indonesia, Sri Lanka, Iran, Islamic Republic of, India, Philippines, Viet Nam, Pakistan, Cambodia, New South Wales, Maldives, Solomon Islands, Mozambique, Tonga, Saudi Arabia, Mauritius, Réunion, Vanuatu, Djibouti, Eritrea, Kenya, Somalia, Iraq, Egypt, Samoa, Brunei Darussalam, Tuvalu, Seychelles, Israel, Micronesia, Federated States of , Nauru, Wallis and Futuna, Jordan, Niue",2024,TRUE,"Stegostoma tigrinum naucum; Squalus longicaudus; Scyllium heptagonum; Stegostoma carinatum; Squalus tigrinus; Squalus fasciatus; Stegastoma varium; Squalus cirrosus; Squalus varius; Squalus pantherinus; Scyllia quinquecornuatum; Stegostoma varium; Stegostoma varius; Squalus tygrinus; Stegostoma tigrinurn; Stegostoma fasciaturn; Stegostoma fasciata; Stegastoma fasciatum; Stegostoma tigrinum; Stegostoma tigrinus; Stegostoma fasciatum","Squalus fasciatus	, Squalus  longicaudus, Stegostoma  carinatum, Stegostoma  varium	, Stegostoma  tigrinum , Stegostoma fasciatum","Fishes","Cartilaginous fishes","zebra shark","GCA_030684315.1","SAMN35823397","Australia: Northern coast","20.1667 S 149.5500 E","Georgia Aquarium",NA,"The zebra shark (Stegostoma tigrinum) is a species of carpet shark and the sole member of the family Stegostomatidae. It is found throughout the tropical Indo-Pacific, frequenting coral reefs and sandy flats (from Wikipedia entry). This sample of an animal in the Georgia Acqarium, of an animal originally from Australia, was procured by Kady Lyons and Gavin Naylor, to generate a high-quality reference genome for the Vertebrate Genomes Project (VGP). Sequencing and genome assembly were conducted at the Vertebrate Genomes Lab (VGL) at the Rockefeller University, led by Olivier Fedrigo and Erich D. Jarvis.",NA,-20.1667,149.55,FALSE,FALSE,"results/species/Stegostoma_tigrinum/range_raster.tif","results/species/Stegostoma_tigrinum/range_raster_goode.tif",108.855551513701,1.82656081068625,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"521","Stenella coeruleoalba","Stenella coeruleoalba",219009389,"LC",NA,"Unknown","Monaco, Belgium, Sweden, Malta, Slovenia, Germany, United Kingdom, Croatia, Cyprus, Russian Federation, Netherlands, Greece, Spain, Bosnia and Herzegovina, Denmark, Montenegro, Ireland, Italy, Iceland, Gibraltar, Poland, Portugal, France, Israel, Algeria, Lebanon, Egypt, Libya, Morocco, Tunisia, Palestine, State of, Syrian Arab Republic",2023,TRUE,"Clymenia crotaphiscus; Prodelphinus euphrosyne; Delphinus holbollii; Delphinus tethyos; Delphinus lateralis; Stenella caeruleoalbus euphrosyne; Clymenia esthenops; Delphinus coeruleoalbus; Prodelphinus euphrosinoides; Delphinus styx; Clymenia novaezelandiae; Prodelphinus doreides; Delphinus delphis mediterranea; Delphinus asthenops; Clymenia euphrosynoides; Clymenia crotaphisca; Delphinus holbolli; Delphinus euphrosyne; Prodelphinus coeruleoalbus euphrosyne; Clymenia aesthenops; Clymenia burmeisteri; Clymene burmeisteri; Orca tethyos; Delphinus mediterraneus; Prodelphinus marginatus; Delphinus amphitriteus; Lagenorrhynchus caeruleoalbus; Lagenorhynchus lateralis; Stenella caeruleoalbus; Delphinus crotaphiscus; Clymene similis; Delphinus marginatus; Stenella caeruleoalbus caeruleoalbus; Prodelphinus euphrosine; Tursio dorcides; Stenella caeruleoalba; Stenella styx; Clymenia styx; Prodelphinus lateralis; Lagenorhynchus caeruleoalbus; Clymene euphrosyne; Stenella euphrosyne; Prodelphinus coeruleoalbus; Prodelphinus caeruleoalbus; Clymene dorides; Lagenorhynchus coeruleoalbus; Clymenia euphrosyne; Clymenia dorides; Stenella crotaphiscus; Prodelphinus crotaphiscus; Prodelphinus amphitriteus; Prodelphinus burmeisteri; Stenella aesthenops; Stenella asthenops; Stenella coeruleoalba","Stenella styx, Delphinus coeruleoalbus","Mammals","Mammals","striped dolphin","GCA_951394435.1","SAMEA111380539","Scotland | Highland | Ardmair","57.93694444 -5.18638889",NA,"Nick Davison",NA,"The assembly mSteCoe1.1 is based on 35x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The order and orientation of contigs in the following regions is uncertain: SUPER_6, 20 Mb to 33 Mb and SUPER_4, 87 Mb to 99 Mb.",57.93694444,-5.18638889,FALSE,FALSE,"results/species/Stenella_coeruleoalba/range_raster.tif","results/species/Stenella_coeruleoalba/range_raster_goode.tif",-6.85746949505613,-0.80872604827084,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"522","Sterna hirundo","Sterna hirundo",166283664,"LC",NA,"Unknown","Liechtenstein, European Russia, Slovenia, Lithuania, Iceland, Ireland, Sweden, Latvia, Finland, United Kingdom, Croatia, Poland, Romania, Netherlands, Italy, Luxembourg, Czechia, Denmark, Slovakia, Malta, France, Faroe Islands, North Macedonia, Russian Federation, Georgia, Spain, Hungary, Montenegro, Ukraine, Estonia, Cyprus, Moldova, Austria, Albania, Türkiye, Belgium, Azerbaijan, Gibraltar, Norway, Germany, Serbia, Bosnia and Herzegovina, Switzerland, Armenia, Belarus, Greece, Portugal, Bulgaria",2021,TRUE,"Sterna hirundo; Sterna fluviatilis",NA,"Birds","Birds","common tern","GCA_009819605.1","SAMN12369541","Germany: Wilhelmshaven, Lower Saxonia","53.52998 N 8.11253 E","Miriam Liedvogel, Institute of Avian Research, Wilhelmshaven","Sandra Bouwhuis","The common tern is a Holarctic colonially breeding and long-distance migratory seabird. At one of its populations, located in the Banter See at Wilhelmshaven on the German North Sea coast (53.36N, 8.06S), it has been the subject of an individual-based study since 1992. Here, automated monitoring combined with non-invasive sampling methods allows the life-long and holistic assessment of colony presence, reproductive behaviour and performance, migratory behaviour and survival, as well as genetics and physiology. From this study population (Permit # AZ 3319-42502-04-16/2113, Funding : Max Planck Society, Grant ID : MPRG grant to ML), Sandra Bouwhuis, of the Institute of Avian Research, collected a sample from a female breeder. This sample was used to generate chromosomal level reference assembly as part of the G10K-VGP Project and the B10K Project.","This assembly represents the principal haplotype of the diploid genome Sterna hirundo and includes the chromosomes. The alternate haplotype sequences are in WGS project WNMX00000000",53.52998,8.11253,FALSE,FALSE,"results/species/Sterna_hirundo/range_raster.tif","results/species/Sterna_hirundo/range_raster_goode.tif",61.4944982063575,27.3800443195932,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"523","Sternotherus odoratus","Sternotherus odoratus",161721733,"LC",NA,"Stable","Illinois, Mississippi, Michigan, Delaware, Oklahoma, District of Columbia, Wisconsin, Ohio, Mexico, Georgia, Alabama, South Carolina, Kansas, Indiana, Arkansas, Rhode Island, Tennessee, North Carolina, Louisiana, Florida, Chihuahua, Maryland, West Virginia, Missouri, Virginia, New Hampshire, Massachusetts, Canada, Maine, New York, United States, Texas, Kentucky, Ontario, New Jersey, Québec, Vermont, Iowa, Pennsylvania, Connecticut",2025,TRUE,"Sternotherus odoratus; Kinosternum guttatum; Testudo odorata; Ozotheca tristycha; Aromochelys odoratus; Cinosternum odoratum; Testudo glutinata; Terrapene boscii; Sternothaerus odoratus; Kinosternon odoratum","Kinosternon odoratum, Testudo glutinata, Kinosternum guttatum, Ozotheca tristycha, Testudo odorata, Terrapene boscii","Reptiles","Turtles","Eastern musk turtle","GCA_032164245.1","SAMN36942441","Canada: Peterborough, Ontario",NA,NA,"Pauline Delnatte, Ontario Turtle Conservation Centre, Peterborough, Ontario Canada",NA,NA,44.3048009,-78.3199496,FALSE,FALSE,"results/species/Sternotherus_odoratus/range_raster.tif","results/species/Sternotherus_odoratus/range_raster_goode.tif",-86.3690235184714,35.8000305075015,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
"524","Streptopelia decaocto","Streptopelia decaocto",166435449,"LC",NA,"Stable","Portugal, Liechtenstein, Switzerland, Latvia, Svalbard and Jan Mayen, Azerbaijan, Malta, Italy, Estonia, Sweden, Russian Federation, Poland, Ireland, Netherlands, Norway, Albania, Cyprus, Iceland, Montenegro, Ukraine, United Kingdom, Hungary, Spain, France, European Russia, Moldova, Finland, Croatia, Belarus, Bosnia and Herzegovina, Lithuania, Bulgaria, Faroe Islands, Slovenia, Austria, North Macedonia, Türkiye, Luxembourg, Germany, Czechia, Romania, Greece, Slovakia, Denmark, Belgium, Serbia",2021,TRUE,"Columba risoria decaocto; Columba decaocto; Streptopelia decaocto",NA,"Birds","Birds","Eurasian collared-dove","GCA_964273445.1","SAMEA113398962","England|Gloucester|Newgounds","51.73 -2.4",NA,"MICHELLE O'BRIEN",NA,"The assembly bStrDea1.hap1.1 is based on 52x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Z chromosome identified based on synteny with Nesoenas mayeri (GCA_963082525.1). Karyotyping suggests n = 38 (https://doi.org/10.1080/00087114.1956.10797566) but only identified 32 autosomes + Z in HAP1 and 31 autosomes + Z in HAP2.",51.73,-2.4,FALSE,FALSE,"results/species/Streptopelia_decaocto/range_raster.tif","results/species/Streptopelia_decaocto/range_raster_goode.tif",57.2788746301547,37.3920386096844,FALSE,FALSE,FALSE,FALSE,6,NA,"sampling"
