...1,X.1,scientific_name,iucn_name,assessment_id,category,criteria,pop_trend,locations,year_published,latest,gbif_synonyms,iucn_synonyms,X,lineage,extended_lineage,english_name,accession_number_for_main_haplotype,biosample_accession,geo_location,latlon,comments,lat,lon,vague_location_flag,missing_sampling_location_flag,raster_path_ea,raster_path_goode,centroid_lon,centroid_lat,outside_range_flag,missing_range_flag,zoo_flag,domesticated_flag
317,317,Mesoplodon mirus,Mesoplodon mirus,219012678,LC,NA,Unknown,"United Kingdom, France, Ireland, Canary Is., Azores, Portugal (mainland), Spain (mainland), Portugal, Spain",2023,TRUE,Mesoplodon mirus,Mesoplodon mirus,72,Mammals,Mammals,True's beaked whale,GCA_964341445.1,SAMEA115358965,Scotland | Western Isles | Isle of Lewis | Brager,58.347361 -6.6442982,"The assembly mMesMir1.hap1.1 is based on 53x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. The X chromosome was identified through synteny analysis with Globicephala melas (GCA_963455315.2) The exact order and orientation of the contigs on chromosome 1 (91,500 - 208,500 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 3 (135,300 - 141,000 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 4 (83,400 - 91,000 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 7 (74,500 - 104,500 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 10 (98,900 - 111,400 Kbp) are unknown.The exact order and orientation of the contigs on chromosome 18 (28,000 - 37,500 Kbp) are unknown.",58.347361,-6.6442982,FALSE,FALSE,results/species/Mesoplodon_mirus/range_raster.tif,results/species/Mesoplodon_mirus/range_raster_goode.tif,-39.8761711098102,39.473326564958,TRUE,FALSE,FALSE,FALSE
320,320,Micromesistius poutassou,Micromesistius poutassou,18983495,LC,NA,Unknown,"Türkiye, Syrian Arab Republic, Lebanon, Israel, Cyprus, Russian Federation, Monaco, Malta, Italy, Ireland, Iceland, Greece, Gibraltar, Germany, France, Denmark, Croatia, Albania, Netherlands, Norway, Portugal, Slovenia, Spain, Sweden, United Kingdom, Algeria, Egypt, Libya, Morocco, Tunisia, Türkiye-in-Europe, Azores, Canary Is., Portugal (mainland), Sicilia, Sardegna, Italy (mainland), Corsica, France (mainland), East Aegean Is., Greece (mainland), Kriti, Spain (mainland)",2015,TRUE,Micromesistius poutassou; Merlangus communis; Micromessistius poutassou; Merlangus albus; Merlangius poutassou; Merlangus pertusus; Merlangus pertusis; Merlangus poutassou; Gadus poutassou; Merlangus vernalis; Gadus melanostomus; Gadus potassoa; Boreogadus poutassou,"Gadus melanostomus, Merlangus communis, Merlangus pertusis, Boreogadus poutassou, Merlangus vernalis, Gadus potassoa, Merlangus albus, Merlangus poutassou, Merlangus pertusus, Gadus poutassou",451,Fishes,Ray-finned fishes,blue whiting,GCA_964030765.1,SAMEA111457552,Atlantic Ocean,65.53 -3.0223,"The assembly fMicPou1.1 is based on 41x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",65.53,-3.0223,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
326,326,Mixophyes fleayi,Mixophyes fleayi,78427838,EN,"B2ab(iii,v)",Decreasing,"New South Wales, Queensland, Australia",2023,TRUE,Mixophyes fleayi,NA,378,Amphibians,Amphibians,Fleay's barred frog,GCA_038048845.1,SAMN39657083,Australia: New South Wales,28.37763 S 153.06856 E,NA,-28.37763,153.06856,FALSE,FALSE,results/species/Mixophyes_fleayi/range_raster.tif,results/species/Mixophyes_fleayi/range_raster_goode.tif,152.837299313512,-28.2481546089367,TRUE,FALSE,FALSE,FALSE
328,328,Molossus alvarezi,Molossus alvarezi,88087332,DD,NA,Unknown,Mexico,2016,TRUE,Molossus alvarezi,NA,95,Mammals,Mammals,Alvarez's mastiff bat,GCA_037157525.1,SAMN40002245,"Belize: Orange Walk District, Lamanai",17.76639 N 88.65225 W,NA,17.76639,-88.65225,FALSE,FALSE,results/species/Molossus_alvarezi/range_raster.tif,results/species/Molossus_alvarezi/range_raster_goode.tif,-89.2576335844589,20.9958325973291,TRUE,FALSE,FALSE,FALSE
331,331,Monodelphis domestica,Monodelphis domestica,197307682,LC,NA,Stable,"Argentina, Bolivia, Plurinational States of, Brazil, Paraguay",2021,TRUE,Didelphys domestica; Monodelphis domestica,NA,164,Mammals,Mammals,gray short-tailed opossum,GCA_027887165.1,SAMN31801966,"USA: Davis, California",38.544907 N 121.740517 W,NA,38.544907,-121.740517,FALSE,FALSE,results/species/Monodelphis_domestica/range_raster.tif,results/species/Monodelphis_domestica/range_raster_goode.tif,-50.602815474026,-14.5679019306659,TRUE,FALSE,FALSE,FALSE
333,333,Mops condylurus,Mops condylurus,22075340,LC,NA,Unknown,"Eswatini, Niger, Nigeria, Mali, Zimbabwe, Togo, Kenya, Sudan, Mozambique, Botswana, Gambia, Benin, Tanzania, United Republic of, Somalia, Namibia, Sierra Leone, Malawi, Senegal, Ethiopia, Burundi, Rwanda, Congo, The Democratic Republic of the, South Africa, Guinea, Burkina Faso, Ghana, Zambia, Uganda, Angola, Côte d'Ivoire, Cameroon, South Sudan",2017,TRUE,Nyctinomus condylurus; Mops condylurus orientis; Mops occidentalis; Mops condylurus condylurus; Chaerephon osborni; Mops angolensis wonderi; Mops fulva; Mops angolensis; Mops orientis; Mops wonderi; Mops condylurus wonderi; Mops angolensis orientis; Tadarida condylura; Mops condylurus osborni; Mops osborni; Mops condylurus,"Mops angolensis, Mops occidentalis, Tadarida condylura, Mops osborni, Mops orientis, Mops wonderi, Mops fulva, Nyctinomus condylurus",99,Mammals,Mammals,Angolan free-tailed bat,GCA_043748645.1,SAMN33550911,Cote d'Ivoire: Bregbo Village,NA,NA,5.304061,-3.821878,FALSE,FALSE,results/species/Mops_condylurus/range_raster.tif,results/species/Mops_condylurus/range_raster_goode.tif,20.9516590127919,-1.14292179974544,TRUE,FALSE,FALSE,FALSE
349,349,Myuchelys georgesi,Myuchelys georgesi,97267520,DD,NA,NA,Australia,1996,TRUE,Myuchelys georgesi; Elseya georgesi; Wollumbinia georgesi,"Elseya sp. 3, Wollumbinia georgesi, Elseya georgesi",321,Reptiles,Turtles,Bellinger river turtle,GCA_040894355.2,SAMN36918804,"Australia:NSW, Bellingen River",NA,NA,-30.4104957,152.6980414,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
350,350,Myxine glutinosa,Myxine glutinosa,18984969,LC,NA,Unknown,"Morocco, Algeria, Denmark, France, Germany, Gibraltar, Ireland, Italy, Netherlands, Norway, Portugal, Spain, Sweden, United Kingdom, Russian Federation, European Russia, Kaliningrad, Poland, Lithuania, Latvia, Finland, Estonia, Iceland, Tunisia, Spain (mainland), Portugal (mainland), Sicilia, Corsica, France (mainland), Italy (mainland), Sardegna, Montenegro, Bosnia and Herzegovina, Croatia, Baleares, Albania",2015,TRUE,Myxine glutinosa; Gastrobranchus coecus; Myxine spec; Myxine glutinosa limosa; Myxine glutinosa australis; Myxine glutinosa septentrionalis; Gasterobranchus glutinosus; Petromyzon myxine,"Myxine limosa, Petromyzon myxine, Gastrobranchus coecus, Myxine glutinosa, Gasterobranchus glutinosus",566,Fishes,Cyclostomes,Atlantic hagfish,GCA_964187855.1,SAMEA12790223,Kristineberg Marine Biological Station,58.25085 11.46016,"The assembly kmMyxGlut1.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",58.25085,11.46016,FALSE,FALSE,results/species/Myxine_glutinosa/range_raster.tif,results/species/Myxine_glutinosa/range_raster_goode.tif,3.91059568587014,51.8106806527763,TRUE,FALSE,FALSE,FALSE
352,352,Nansenia antarctica,Nansenia antarctica,NA,NE,NA,NA,NA,NA,NA,Nansenia antarctica,NA,430,Fishes,Ray-finned fishes,pencil smelt,GCA_963989245.1,SAMEA8748805,Southern Ocean,-54.95784 -42.73707,"The assembly fNanAnt1.1 is based on 39x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. Chromosome 5 contains a heterozygous inversion between approximately 17.4-24.3Mb",-54.95784,-42.73707,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
354,354,Natator depressus,Natator depressus,210612474,DD,NA,NA,Australia,1996,TRUE,Natator depressus; Chelonia depressa; Natator tessellatus,Chelonia depressa,311,Reptiles,Turtles,Australian flatback sea turtle,GCA_965152275.1,SAMN46282745,"Australia: Cable Beach, Western Australia",17.9319 S 122.2081 E,NA,-17.9319,122.2081,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
358,358,Neogale vison,Neogale vison,45214988,LC,NA,Stable,"United States, Norway, Iceland, Poland, Montenegro, France, Italy, Ukraine, Belgium, Portugal, Finland, Serbia, Germany, Sweden, Latvia, Estonia, Lithuania, Netherlands, Belarus, Canada, Spain, Denmark, Russian Federation, United Kingdom, Czechia, Argentina, Chile, Ireland, Romania, Austria, Greece, Hungary, Luxembourg, Slovenia, Slovakia, Japan",2016,TRUE,NA,"Mustela vison, Neovison vison, Neogale vison",137,Mammals,Mammals,American mink,GCA_964106545.1,SAMEA112468126,England|Arundel|Mill Road,50.86 -0.55,"The assembly mNeoVis2.hap1.1 is based on 44x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. This genome has been assembled using PacBio and HiC data and phased. The result is two curated haplotypes. Chromosome X was identified by synteny to GCF_020171115.1.",50.86,-0.55,FALSE,FALSE,results/species/Neogale_vison/range_raster.tif,results/species/Neogale_vison/range_raster_goode.tif,-104.22672533456,48.9848032387528,TRUE,FALSE,FALSE,FALSE
361,361,Netta rufina,Netta rufina,166203300,LC,NA,Decreasing,"Hungary, Latvia, Serbia, Portugal, Netherlands, Belarus, Cyprus, Estonia, Slovenia, Denmark, Austria, Bosnia and Herzegovina, Malta, Azerbaijan, Norway, Ireland, Armenia, Poland, Finland, Belgium, North Macedonia, Italy, Spain, United Kingdom, Romania, France, Montenegro, Sweden, Switzerland, Moldova, Albania, Türkiye, Slovakia, Greece, Czechia, Ukraine, European Russia, Germany, Georgia, Russian Federation, Canary Is., Croatia, Bulgaria",2021,TRUE,Anas rufina; Netta rufina,NA,287,Birds,Birds,red-crested pochard,GCA_964035555.1,SAMEA112468124,Llenelli|Llwynhendy,51.66 -4.12,"The assembly bNetRuf1.1 is based on 30x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",51.66,-4.12,FALSE,FALSE,results/species/Netta_rufina/range_raster.tif,results/species/Netta_rufina/range_raster_goode.tif,70.1187202008396,39.1796316997876,TRUE,FALSE,FALSE,FALSE
363,363,Notolepis coatsi,Notolepis coatsi,NA,NE,NA,NA,NA,NA,NA,Notolepis coatsi,NA,439,Fishes,Ray-finned fishes,Antarctic jonasfish,GCA_963971535.1,SAMEA8748806,Southern Ocean,-53.36022 -38.10959,"The assembly fNotCoa1.1 is based on 48x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-53.36022,-38.10959,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
364,364,Notoryctes typhlops,Notoryctes typhlops,21965004,LC,NA,Stable,"Northern Territory, Western Australia, South Australia, Queensland, Australia",2016,TRUE,Notoryctes typhlops; Psammoryctes typhlops,Psammoryctes typhlops,162,Mammals,Mammals,Southern marsupial mole,GCA_048126345.1,SAMN45131536,"Australia:Northern Territory,Waite Creek area",NA,NA,-22.7069,-134.5176,TRUE,FALSE,results/species/Notoryctes_typhlops/range_raster.tif,results/species/Notoryctes_typhlops/range_raster_goode.tif,130.666560030879,-25.8367846630951,FALSE,FALSE,FALSE,FALSE
365,365,Notothenia rossii,Notothenia rossii,NA,NE,NA,NA,NA,NA,NA,Notothenia rossii; Notothenia rossii rossii; Notothenia rossii marmorata; Notothenia coriiceps macquariensis; Notothenia marmorata,NA,519,Fishes,Ray-finned fishes,marbled rockcod,GCA_949606895.1,SAMEA12815441,Southern Ocean,-54.42295 -45.88064,"The assembly fNotRos5.1 is based on 24x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using rapid curation. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",-54.42295,-45.88064,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
377,377,Oryctolagus cuniculus,Oryctolagus cuniculus,217911810,NT,A2b,Decreasing,"Malta, Poland, Hungary, Denmark, Switzerland, Ireland, Gibraltar, Austria, Greece, Russian Federation, Bulgaria, Italy, Albania, France, Slovakia, Luxembourg, United Kingdom, Norway, Belgium, Sweden, Ukraine, Romania, Croatia, Netherlands, Portugal, Germany, Spain, Czechia, France (mainland), Portugal (mainland), Spain (mainland), Monaco, Northern Ireland, Sicilia, Italy (mainland), East Aegean Is., Sardegna, Andorra, Corsica, Kriti, Liechtenstein, Isle of Man, Great Britain, Greece (mainland), Azores, Madeira, Baleares, Canary Is., Ukraine (main part)",2025,TRUE,Oryctolagus cnossius; Oryctolagus cuniculus borkumensis; Oryctogalus fodiens; Oryctolagus cuniculus,Lepus cuniculus,48,Mammals,Mammals,European rabbit,GCA_964237555.1,SAMEA112468037,England|Gloucester|Newgounds,51.73 -2.4,"The assembly mOryCun1.1 is based on 31x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. X chromosome identified based on synteny with Oryctolagus cuniculus cuniculus (GCA_013371645.1).",51.73,-2.4,FALSE,FALSE,results/species/Oryctolagus_cuniculus/range_raster.tif,results/species/Oryctolagus_cuniculus/range_raster_goode.tif,-3.82619955023695,40.4538389101783,TRUE,FALSE,FALSE,FALSE
380,380,Ovis aries,Ovis aries,215862263,NA,NA,Unknown,"Sardegna, Cyprus, Austria, Slovenia, Belgium, North Macedonia, Corsica, Ukraine, Serbia, Slovakia, Montenegro, Croatia, France, Germany, Türkiye, Italy, Switzerland, Poland, Spain, Czechia, Lithuania, Romania, Bulgaria, Hungary, Bosnia and Herzegovina",2025,TRUE,Ovis aries; Ovis laristanica; Ovis domestic,NA,79,Mammals,Mammals,domestic sheep,GCA_040805955.1,SAMN38029123,China,NA,NA,35.000074,104.999927,TRUE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE
382,382,Pagrus pagrus,Pagrus pagrus,70445454,LC,NA,Unknown,"Türkiye, Syrian Arab Republic, Lebanon, Israel, Cyprus, Venezuela, Bolivarian Republic of, Uruguay, Suriname, Guyana, French Guiana, Colombia, Trinidad and Tobago, Brazil, Argentina, United States, Tunisia, Italy, Greece, Gibraltar, France, Croatia, Bosnia and Herzegovina, Albania, Panama, Nicaragua, Honduras, Guatemala, Costa Rica, Belize, Malta, Monaco, Montenegro, Slovenia, Aruba, Spain, United Kingdom, Mexico, Algeria, Egypt, Libya, Morocco",2015,TRUE,Pagrus pagrus pagrus; Sparus pagrus; Pargus sedecim; Sparus pagurus; Pagrus sedecim; Pagrus vulgaris; Pagrus pagrus,"Pagrus vulgaris, Pagrus sedecim, Sparus pagrus",529,Fishes,Ray-finned fishes,common seabream,GCA_965226575.1,SAMEA110450108,Cawsand Bay|Plymouth|MBA SEPIA,50.33694 -4.15421,"The assembly fPagPag1.hap1.1 is based on 37x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size.",50.33694,-4.15421,FALSE,FALSE,results/species/Pagrus_pagrus/range_raster.tif,results/species/Pagrus_pagrus/range_raster_goode.tif,-27.7807458920163,16.4875086295636,TRUE,FALSE,FALSE,FALSE
385,385,Pangasianodon hypophthalmus,Pangasianodon hypophthalmus,7649971,EN,A2bd+4bcd,Decreasing,"Cambodia, Myanmar, Indonesia, Peninsular Malaysia, Thailand, Myanmar (mainland), Viet Nam, Malaysia, Lao People's Democratic Republic",2011,TRUE,Pangasius sutchi; Helicophagus hypophthalmus; Pangasianodon hypophthalmus; Pangasius hypophthalmus,"Pangasius sutchi, Pangasius hypophthalmus, Helicophagus hypophthalmus",424,Fishes,Ray-finned fishes,striped catfish,GCA_027358585.1,SAMN32348883,Germany: Frankfurt,50.1109 N 8.6821 E,NA,50.1109,8.6821,FALSE,FALSE,results/species/Pangasianodon_hypophthalmus/range_raster.tif,results/species/Pangasianodon_hypophthalmus/range_raster_goode.tif,103.584607777632,14.5986484615165,TRUE,FALSE,FALSE,FALSE
386,386,Pangshura tecta,Pangshura tecta,3005714,VU,A4d,Decreasing,"Nepal, Pakistan, Bangladesh, India",2021,TRUE,Pangshura tecta; Cachuga tectum; Kachuga tecta; Testudo pangshure; Testudo katuya; Emys namadicus; Emys trigibbosa; Pangshura dura; Testudo khagraskata; Testudo dura; Emys tecta; Pangshura ventricosa,"Kachuga tecta, Emys tectum, Testudo dura, Testudo katuya, Testudo pangshure, Testudo khagraskata, Emys trigibbosa, Pangshura dura, Pangshura ventricosa, Emys namadicus",317,Reptiles,Turtles,Indian roofed turtle,GCA_045781085.1,SAMN43277916,"USA: Bronx, New York",40.8538 N 73.8755 W,NA,40.8538,-73.8755,FALSE,FALSE,results/species/Pangshura_tecta/range_raster.tif,results/species/Pangshura_tecta/range_raster_goode.tif,80.1395712796209,26.6757720824244,TRUE,FALSE,FALSE,FALSE
391,391,Patagioenas fasciata,Patagioenas fasciata,94888623,LC,NA,Decreasing,"El Salvador, Nicaragua, Canada, United States, Honduras, Guatemala, Mexico",2016,TRUE,Columba fasciata; Patagioenas fasciata,NA,277,Birds,Birds,band-tailed pigeon,GCA_037038585.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,results/species/Patagioenas_fasciata/range_raster.tif,results/species/Patagioenas_fasciata/range_raster_goode.tif,-109.34136543123,31.266455964927,TRUE,FALSE,FALSE,FALSE
395,395,Pelophylax lessonae,Pelophylax lessonae,207983513,LC,NA,Unknown,"Austria, Belgium, Belarus, Slovakia, Germany, Norway, Estonia, Switzerland, Hungary, Lithuania, Italy, Bosnia and Herzegovina, Poland, Romania, Croatia, Luxembourg, Moldova, European Russia, Netherlands, Spain, Latvia, Slovenia, Serbia, Ukraine, France, Czechia, Great Britain, Liechtenstein, Denmark, Finland, Sweden, Bulgaria, United Kingdom, Russian Federation, Corsica, Sardegna, Sicilia, East European Russia, Northwest European Russia, South European Russia, France (mainland), Italy (mainland), Central European Russia, Ukraine (main part), Spain (mainland)",2024,TRUE,Pelophylax esculentus; Rana esculenta hungarica; Rana esculenta; Hylarana lessonae; Rana bosci; Rana lessonae; Rana esculenta lessonae; Rana maritima; Rana lessonae pannonica; Rana lessonae lessonae; Rana esculenta bolkayi; Pelophylax lessonae,"Rana esculenta, Rana meridionalis , Rana esculenta acutirostris, Rana esculenta obtusirostris , Rana esculenta var. lessonae , Rana  esculenta lessonae var. immaculata, Rana esculenta lessonae var. maculata , Rana esculenta var. bolkayi , Rana lessonae pannonica , Pelophylax bergeri, Pelophylax esculentus, Pelophylax hispanicus",382,Amphibians,Amphibians,pool frog,GCA_965119305.1,SAMEA112468029,England|Gloucester|Newgounds,51.73 -2.4,"The assembly aPelLes1.hap1.1 is based on 35x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm in Hi-C integrated assembly mode, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, each haplotype assembly was analysed and manually improved using TreeVal. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. There is a heterozygous inversion in Chromosome 10 from
11 Mbp to
36 Mbp.",51.73,-2.4,FALSE,FALSE,results/species/Pelophylax_lessonae/range_raster.tif,results/species/Pelophylax_lessonae/range_raster_goode.tif,29.1469440117719,51.6495011560311,TRUE,FALSE,FALSE,FALSE
396,396,Pempheris klunzingeri,Pempheris klunzingeri,NA,NE,NA,NA,NA,NA,NA,Pempheris klunzingeri; Pempheris muelleri; Pempheris mulleri,NA,534,Fishes,Ray-finned fishes,rough bullseye,GCA_042242105.1,SAMN40589649,"Australia: Western Australia, New Year Island",NA,NA,-33.85501,124.12719,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
397,397,Periophthalmus magnuspinnatus,Periophthalmus magnuspinnatus,219317411,LC,NA,Stable,"China, Korea, Democratic People's Republic of, Korea, Republic of",2023,TRUE,Periophthalmus magnuspinnatus,NA,458,Fishes,Ray-finned fishes,Korean giant-fin mudskipper,GCA_009829125.3,SAMN12629500,"South Korea: Yellow Sea; JF4H+5P Ganghwa-gun, Incheon",37.605444 N 126.479306 E,"This assembly represents the principal haplotype of the diploid genome Periophthalmus magnuspinnatus and includes the chromosomes. The alternate haplotype sequences are in WGS project WNMB00000000

This genome was updated in March 2023. Improved Hi-C mapping shows that this assembly has only 24 chromosomes. Chromosome 25 and its associated contig (CM020615, WNMA01000025) were removed from the assembly. This sequence was found to be a part of chromosome 11, so the chromosome 11 sequence and its associated contig sequence (CM020601, WNMA01000013) were also updated.",37.605444,126.479306,FALSE,FALSE,results/species/Periophthalmus_magnuspinnatus/range_raster.tif,results/species/Periophthalmus_magnuspinnatus/range_raster_goode.tif,117.913628311628,26.9679057147142,TRUE,FALSE,FALSE,FALSE
402,402,Phalacrocorax carbo,Phalacrocorax carbo,166315940,LC,NA,Increasing,"Iceland, European Russia, Belarus, Spain, Albania, Greece, Bosnia and Herzegovina, Norway, Ireland, France, Czechia, Liechtenstein, Austria, Moldova, Poland, Estonia, Türkiye, Belgium, Greenland, Malta, Serbia, Luxembourg, Denmark, Bulgaria, Azerbaijan, North Macedonia, Gibraltar, Slovakia, Slovenia, Croatia, Finland, Sweden, Italy, Germany, United Kingdom, Lithuania, Switzerland, Armenia, Montenegro, Faroe Islands, Portugal, Hungary, Latvia, Romania, Canary Is., Russian Federation, Ukraine, Georgia, Cyprus, Netherlands",2021,TRUE,Australocorax gregorii; Phalacrocorax carbo; Pelecanus carbo; Phalacrocorax gregorii; Pelecanus spec,NA,236,Birds,Birds,great cormorant,GCA_963921805.1,SAMEA8228692,Iwakuni Marine Corps,34.14444444 132.2277778,"The assembly bPhaCar2.1 is based on 40x PacBio data and Arima2 Hi-C data generated by the Darwin Tree of Life Project
(https://www.darwintreeoflife.org/). The assembly process included the following sequence of steps: initial PacBio assembly generation with Hifiasm, retained haplotig separation with purge_dups, and Hi-C based scaffolding with YaHS. The mitochondrial genome was assembled using MitoHiFi. Finally, the primary assembly was analysed and manually improved using gEVAL. Chromosome-scale scaffolds confirmed by the Hi-C data have been named in order of size. It was not possible to assemble the W chromosome in this assembly as although the sequence data is from a female the HiC data was from a male.",34.14444444,132.2277778,FALSE,FALSE,results/species/Phalacrocorax_carbo/range_raster.tif,results/species/Phalacrocorax_carbo/range_raster_goode.tif,77.0245599499006,11.0375870080837,TRUE,FALSE,FALSE,FALSE
403,403,Phascolarctos cinereus,Phascolarctos cinereus,166496779,VU,A2b+3bce+4bce,Decreasing,"Victoria, South Australia, Queensland, New South Wales, Australia",2020,TRUE,Lipurus cinereus; Phascolarctos cinereus,Lipurus cinereus,157,Mammals,Mammals,koala,GCA_003287225.2,SAMN06198159,Australia,NA,NA,-24.7761086,134.755,TRUE,FALSE,results/species/Phascolarctos_cinereus/range_raster.tif,results/species/Phascolarctos_cinereus/range_raster_goode.tif,147.658128887537,-27.3847743390455,TRUE,FALSE,FALSE,FALSE
405,405,Phocoena sinus,Phocoena sinus,214541137,CR,A2a; C1+2a(ii); D; E,Decreasing,"Baja California, Sonora, Mexico",2022,TRUE,Phocoena sinus,NA,51,Mammals,Mammals,vaquita,GCA_008692025.1,SAMN12325353,"Mexico: San Felipe, Baja California",31.103595 N 114.679383 W,This assembly represents the principal haplotype of the diploid genome Phocoena sinus and includes the chromosomes. The alternate haplotype sequences are in WGS project VOSV00000000.,31.103595,-114.679383,FALSE,FALSE,results/species/Phocoena_sinus/range_raster.tif,results/species/Phocoena_sinus/range_raster_goode.tif,-114.489963085745,31.0187639899781,TRUE,FALSE,FALSE,FALSE
407,407,Pholidichthys leucotaenia,Pholidichthys leucotaenia,170779510,LC,NA,Unknown,"New Caledonia, Papua New Guinea, Solomon Islands, Brunei Darussalam, Indonesia, Malaysia, Philippines, Timor-Leste",2024,TRUE,Pholidichthys leucotaenia; Brotulophis argentistriatus; Pholidichthys leucotaeinea,Brotulophis argentistriatus,498,Fishes,Ray-finned fishes,convict blenny,GCA_020510985.1,SAMN12623617,Singapore,1.3521 N 103.8198 E,NA,1.3521,103.8198,FALSE,FALSE,results/species/Pholidichthys_leucotaenia/range_raster.tif,results/species/Pholidichthys_leucotaenia/range_raster_goode.tif,135.883151171285,-2.19425729852653,TRUE,FALSE,FALSE,FALSE
